"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","FX","HB","PB","PH","SR"
"blixt_landen_paul","hong_asher","wiskus_shane","malone_brody","phillips_curran",0,1,0,52,1,"blixt_landen_paul, phillips_curran, hong_asher, wiskus_shane","phillips_curran, blixt_landen_paul, malone_brody, wiskus_shane","malone_brody, hong_asher, wiskus_shane, blixt_landen_paul","malone_brody, wiskus_shane, hong_asher, blixt_landen_paul","hong_asher, blixt_landen_paul, malone_brody, wiskus_shane","phillips_curran, wiskus_shane, blixt_landen_paul, malone_brody"
"blixt_landen_paul","moldauer_yul","wiskus_shane","loos_riley","phillips_curran",0,0,2,52,0,"loos_riley, blixt_landen_paul, wiskus_shane, moldauer_yul","moldauer_yul, loos_riley, phillips_curran, wiskus_shane","wiskus_shane, loos_riley, moldauer_yul, blixt_landen_paul","wiskus_shane, loos_riley, phillips_curran, blixt_landen_paul","phillips_curran, moldauer_yul, loos_riley, wiskus_shane","loos_riley, phillips_curran, blixt_landen_paul, moldauer_yul"
"blixt_landen_paul","moldauer_yul","richard_frederick","skirkey_ian","whittenburg_donnell",0,0,1,52,0,"skirkey_ian, whittenburg_donnell, richard_frederick, blixt_landen_paul","whittenburg_donnell, moldauer_yul, skirkey_ian, blixt_landen_paul","moldauer_yul, skirkey_ian, blixt_landen_paul, richard_frederick","moldauer_yul, skirkey_ian, blixt_landen_paul, richard_frederick","moldauer_yul, whittenburg_donnell, skirkey_ian, richard_frederick","blixt_landen_paul, whittenburg_donnell, richard_frederick, skirkey_ian"
"walker_colt","christopulos_taylor_troy","hong_asher","moldauer_yul","skirkey_ian",0,0,3,52,0,"moldauer_yul, walker_colt, skirkey_ian, christopulos_taylor_troy","walker_colt, christopulos_taylor_troy, skirkey_ian, moldauer_yul","moldauer_yul, walker_colt, christopulos_taylor_troy, skirkey_ian","skirkey_ian, walker_colt, christopulos_taylor_troy, moldauer_yul","christopulos_taylor_troy, skirkey_ian, moldauer_yul, hong_asher","moldauer_yul, skirkey_ian, hong_asher, walker_colt"
"walker_colt","christopulos_taylor_troy","richard_frederick","phillips_curran","whittenburg_donnell",0,1,0,52,1,"christopulos_taylor_troy, phillips_curran, richard_frederick, walker_colt","walker_colt, christopulos_taylor_troy, whittenburg_donnell, richard_frederick","whittenburg_donnell, christopulos_taylor_troy, walker_colt, phillips_curran","richard_frederick, christopulos_taylor_troy, phillips_curran, whittenburg_donnell","walker_colt, whittenburg_donnell, christopulos_taylor_troy, richard_frederick","christopulos_taylor_troy, walker_colt, whittenburg_donnell, richard_frederick"
"walker_colt","christopulos_taylor_troy","richard_frederick","nedoroscik_stephen","whittenburg_donnell",0,0,1,52,0,"walker_colt, christopulos_taylor_troy, richard_frederick, nedoroscik_stephen","whittenburg_donnell, walker_colt, nedoroscik_stephen, christopulos_taylor_troy","walker_colt, christopulos_taylor_troy, whittenburg_donnell, richard_frederick","richard_frederick, christopulos_taylor_troy, walker_colt, nedoroscik_stephen","walker_colt, nedoroscik_stephen, richard_frederick, christopulos_taylor_troy","whittenburg_donnell, richard_frederick, nedoroscik_stephen, walker_colt"
"walker_colt","karnes_joshua_andrew","hong_asher","nedoroscik_stephen","skirkey_ian",0,1,0,52,1,"hong_asher, nedoroscik_stephen, karnes_joshua_andrew, skirkey_ian","skirkey_ian, nedoroscik_stephen, walker_colt, karnes_joshua_andrew","karnes_joshua_andrew, walker_colt, nedoroscik_stephen, skirkey_ian","karnes_joshua_andrew, hong_asher, skirkey_ian, walker_colt","karnes_joshua_andrew, walker_colt, nedoroscik_stephen, skirkey_ian","skirkey_ian, hong_asher, nedoroscik_stephen, walker_colt"
"walker_colt","karnes_joshua_andrew","wiskus_shane","malone_brody","whittenburg_donnell",0,0,1,52,0,"walker_colt, karnes_joshua_andrew, wiskus_shane, malone_brody","malone_brody, wiskus_shane, karnes_joshua_andrew, whittenburg_donnell","wiskus_shane, walker_colt, whittenburg_donnell, malone_brody","karnes_joshua_andrew, malone_brody, wiskus_shane, walker_colt","karnes_joshua_andrew, whittenburg_donnell, walker_colt, wiskus_shane","walker_colt, whittenburg_donnell, wiskus_shane, malone_brody"
"walker_colt","hong_asher","moldauer_yul","richard_frederick","phillips_curran",0,1,0,52,1,"moldauer_yul, walker_colt, richard_frederick, phillips_curran","hong_asher, walker_colt, phillips_curran, richard_frederick","moldauer_yul, walker_colt, phillips_curran, richard_frederick","moldauer_yul, richard_frederick, hong_asher, phillips_curran","hong_asher, moldauer_yul, walker_colt, richard_frederick","richard_frederick, phillips_curran, moldauer_yul, walker_colt"
"walker_colt","richard_frederick","malone_brody","skirkey_ian","whittenburg_donnell",0,0,2,52,0,"whittenburg_donnell, richard_frederick, skirkey_ian, walker_colt","richard_frederick, walker_colt, whittenburg_donnell, malone_brody","whittenburg_donnell, malone_brody, skirkey_ian, walker_colt","skirkey_ian, whittenburg_donnell, richard_frederick, malone_brody","richard_frederick, walker_colt, skirkey_ian, malone_brody","richard_frederick, malone_brody, whittenburg_donnell, walker_colt"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","moldauer_yul","phillips_curran",0,0,2,52,0,"phillips_curran, christopulos_taylor_troy, karnes_joshua_andrew, hong_asher","hong_asher, christopulos_taylor_troy, phillips_curran, karnes_joshua_andrew","hong_asher, karnes_joshua_andrew, christopulos_taylor_troy, moldauer_yul","karnes_joshua_andrew, moldauer_yul, phillips_curran, hong_asher","christopulos_taylor_troy, phillips_curran, moldauer_yul, hong_asher","moldauer_yul, karnes_joshua_andrew, hong_asher, christopulos_taylor_troy"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","richard_frederick","skirkey_ian",0,0,1,52,0,"christopulos_taylor_troy, skirkey_ian, hong_asher, karnes_joshua_andrew","richard_frederick, karnes_joshua_andrew, christopulos_taylor_troy, hong_asher","karnes_joshua_andrew, skirkey_ian, hong_asher, richard_frederick","hong_asher, christopulos_taylor_troy, richard_frederick, skirkey_ian","hong_asher, karnes_joshua_andrew, skirkey_ian, christopulos_taylor_troy","karnes_joshua_andrew, richard_frederick, hong_asher, skirkey_ian"
"christopulos_taylor_troy","karnes_joshua_andrew","richard_frederick","phillips_curran","skirkey_ian",0,0,1,52,0,"phillips_curran, christopulos_taylor_troy, skirkey_ian, karnes_joshua_andrew","skirkey_ian, phillips_curran, richard_frederick, christopulos_taylor_troy","richard_frederick, christopulos_taylor_troy, skirkey_ian, karnes_joshua_andrew","karnes_joshua_andrew, skirkey_ian, christopulos_taylor_troy, phillips_curran","phillips_curran, karnes_joshua_andrew, skirkey_ian, christopulos_taylor_troy","skirkey_ian, richard_frederick, christopulos_taylor_troy, karnes_joshua_andrew"
"christopulos_taylor_troy","moldauer_yul","loos_riley","skirkey_ian","whittenburg_donnell",0,1,0,52,1,"moldauer_yul, whittenburg_donnell, skirkey_ian, loos_riley","moldauer_yul, skirkey_ian, christopulos_taylor_troy, loos_riley","whittenburg_donnell, loos_riley, christopulos_taylor_troy, skirkey_ian","moldauer_yul, christopulos_taylor_troy, skirkey_ian, loos_riley","skirkey_ian, loos_riley, moldauer_yul, whittenburg_donnell","whittenburg_donnell, loos_riley, christopulos_taylor_troy, moldauer_yul"
"karnes_joshua_andrew","hong_asher","moldauer_yul","wiskus_shane","phillips_curran",0,0,1,52,0,"moldauer_yul, hong_asher, karnes_joshua_andrew, wiskus_shane","hong_asher, phillips_curran, karnes_joshua_andrew, moldauer_yul","karnes_joshua_andrew, phillips_curran, hong_asher, wiskus_shane","hong_asher, phillips_curran, wiskus_shane, karnes_joshua_andrew","wiskus_shane, karnes_joshua_andrew, hong_asher, phillips_curran","karnes_joshua_andrew, hong_asher, wiskus_shane, phillips_curran"
"karnes_joshua_andrew","hong_asher","moldauer_yul","skirkey_ian","whittenburg_donnell",0,0,2,52,0,"moldauer_yul, hong_asher, skirkey_ian, karnes_joshua_andrew","whittenburg_donnell, hong_asher, moldauer_yul, skirkey_ian","skirkey_ian, karnes_joshua_andrew, hong_asher, moldauer_yul","hong_asher, karnes_joshua_andrew, skirkey_ian, whittenburg_donnell","moldauer_yul, whittenburg_donnell, hong_asher, karnes_joshua_andrew","whittenburg_donnell, skirkey_ian, karnes_joshua_andrew, moldauer_yul"
"karnes_joshua_andrew","hong_asher","wiskus_shane","malone_brody","skirkey_ian",0,1,0,52,1,"karnes_joshua_andrew, malone_brody, hong_asher, wiskus_shane","malone_brody, skirkey_ian, wiskus_shane, hong_asher","wiskus_shane, malone_brody, karnes_joshua_andrew, skirkey_ian","karnes_joshua_andrew, hong_asher, wiskus_shane, malone_brody","hong_asher, malone_brody, wiskus_shane, karnes_joshua_andrew","skirkey_ian, wiskus_shane, malone_brody, karnes_joshua_andrew"
"karnes_joshua_andrew","hong_asher","richard_frederick","nedoroscik_stephen","skirkey_ian",0,0,1,52,0,"nedoroscik_stephen, skirkey_ian, hong_asher, richard_frederick","hong_asher, nedoroscik_stephen, skirkey_ian, richard_frederick","richard_frederick, hong_asher, nedoroscik_stephen, karnes_joshua_andrew","skirkey_ian, karnes_joshua_andrew, richard_frederick, hong_asher","nedoroscik_stephen, richard_frederick, hong_asher, skirkey_ian","hong_asher, karnes_joshua_andrew, richard_frederick, nedoroscik_stephen"
"karnes_joshua_andrew","moldauer_yul","wiskus_shane","richard_frederick","nedoroscik_stephen",0,0,1,52,0,"karnes_joshua_andrew, richard_frederick, moldauer_yul, wiskus_shane","karnes_joshua_andrew, wiskus_shane, nedoroscik_stephen, richard_frederick","richard_frederick, karnes_joshua_andrew, moldauer_yul, nedoroscik_stephen","richard_frederick, wiskus_shane, moldauer_yul, karnes_joshua_andrew","richard_frederick, moldauer_yul, wiskus_shane, nedoroscik_stephen","wiskus_shane, moldauer_yul, richard_frederick, karnes_joshua_andrew"
"karnes_joshua_andrew","wiskus_shane","phillips_curran","skirkey_ian","whittenburg_donnell",0,1,1,52,1,"wiskus_shane, karnes_joshua_andrew, whittenburg_donnell, skirkey_ian","phillips_curran, wiskus_shane, karnes_joshua_andrew, whittenburg_donnell","wiskus_shane, skirkey_ian, phillips_curran, whittenburg_donnell","phillips_curran, karnes_joshua_andrew, whittenburg_donnell, skirkey_ian","whittenburg_donnell, wiskus_shane, skirkey_ian, phillips_curran","whittenburg_donnell, skirkey_ian, karnes_joshua_andrew, wiskus_shane"
"karnes_joshua_andrew","phillips_curran","nedoroscik_stephen","skirkey_ian","whittenburg_donnell",0,1,1,52,1,"skirkey_ian, nedoroscik_stephen, whittenburg_donnell, karnes_joshua_andrew","nedoroscik_stephen, karnes_joshua_andrew, whittenburg_donnell, skirkey_ian","skirkey_ian, phillips_curran, karnes_joshua_andrew, whittenburg_donnell","phillips_curran, karnes_joshua_andrew, skirkey_ian, nedoroscik_stephen","whittenburg_donnell, nedoroscik_stephen, skirkey_ian, phillips_curran","skirkey_ian, nedoroscik_stephen, karnes_joshua_andrew, phillips_curran"
"wiskus_shane","richard_frederick","loos_riley","phillips_curran","nedoroscik_stephen",0,1,0,52,1,"richard_frederick, phillips_curran, nedoroscik_stephen, loos_riley","loos_riley, wiskus_shane, phillips_curran, richard_frederick","richard_frederick, wiskus_shane, loos_riley, phillips_curran","nedoroscik_stephen, phillips_curran, richard_frederick, wiskus_shane","richard_frederick, nedoroscik_stephen, wiskus_shane, loos_riley","richard_frederick, nedoroscik_stephen, phillips_curran, loos_riley"
"wiskus_shane","loos_riley","malone_brody","nedoroscik_stephen","whittenburg_donnell",0,1,1,52,1,"whittenburg_donnell, wiskus_shane, nedoroscik_stephen, malone_brody","loos_riley, malone_brody, nedoroscik_stephen, whittenburg_donnell","wiskus_shane, loos_riley, malone_brody, nedoroscik_stephen","wiskus_shane, malone_brody, nedoroscik_stephen, loos_riley","whittenburg_donnell, nedoroscik_stephen, wiskus_shane, malone_brody","whittenburg_donnell, malone_brody, nedoroscik_stephen, wiskus_shane"
"malone_brody","phillips_curran","nedoroscik_stephen","skirkey_ian","whittenburg_donnell",0,0,1,52,0,"whittenburg_donnell, phillips_curran, malone_brody, nedoroscik_stephen","nedoroscik_stephen, whittenburg_donnell, phillips_curran, skirkey_ian","skirkey_ian, whittenburg_donnell, phillips_curran, malone_brody","malone_brody, whittenburg_donnell, nedoroscik_stephen, skirkey_ian","skirkey_ian, nedoroscik_stephen, malone_brody, phillips_curran","phillips_curran, malone_brody, skirkey_ian, nedoroscik_stephen"
"blixt_landen_paul","walker_colt","karnes_joshua_andrew","hong_asher","whittenburg_donnell",0,0,0,51,0,"walker_colt, whittenburg_donnell, hong_asher, karnes_joshua_andrew","karnes_joshua_andrew, hong_asher, walker_colt, blixt_landen_paul","blixt_landen_paul, hong_asher, walker_colt, karnes_joshua_andrew","whittenburg_donnell, karnes_joshua_andrew, blixt_landen_paul, hong_asher","walker_colt, whittenburg_donnell, karnes_joshua_andrew, blixt_landen_paul","whittenburg_donnell, karnes_joshua_andrew, hong_asher, walker_colt"
"blixt_landen_paul","walker_colt","hong_asher","richard_frederick","loos_riley",0,0,2,51,0,"blixt_landen_paul, walker_colt, loos_riley, richard_frederick","hong_asher, blixt_landen_paul, walker_colt, loos_riley","hong_asher, loos_riley, richard_frederick, blixt_landen_paul","blixt_landen_paul, loos_riley, richard_frederick, walker_colt","loos_riley, blixt_landen_paul, walker_colt, richard_frederick","richard_frederick, loos_riley, walker_colt, hong_asher"
"blixt_landen_paul","walker_colt","moldauer_yul","richard_frederick","nedoroscik_stephen",0,0,1,51,0,"walker_colt, nedoroscik_stephen, richard_frederick, blixt_landen_paul","nedoroscik_stephen, walker_colt, richard_frederick, blixt_landen_paul","blixt_landen_paul, richard_frederick, nedoroscik_stephen, walker_colt","walker_colt, nedoroscik_stephen, richard_frederick, moldauer_yul","richard_frederick, blixt_landen_paul, walker_colt, moldauer_yul","walker_colt, richard_frederick, blixt_landen_paul, moldauer_yul"
"blixt_landen_paul","karnes_joshua_andrew","hong_asher","wiskus_shane","loos_riley",0,0,2,51,0,"hong_asher, wiskus_shane, karnes_joshua_andrew, blixt_landen_paul","karnes_joshua_andrew, hong_asher, loos_riley, blixt_landen_paul","blixt_landen_paul, hong_asher, loos_riley, karnes_joshua_andrew","blixt_landen_paul, hong_asher, wiskus_shane, karnes_joshua_andrew","blixt_landen_paul, loos_riley, karnes_joshua_andrew, hong_asher","karnes_joshua_andrew, wiskus_shane, hong_asher, blixt_landen_paul"
"blixt_landen_paul","karnes_joshua_andrew","hong_asher","nedoroscik_stephen","whittenburg_donnell",0,1,1,51,1,"nedoroscik_stephen, blixt_landen_paul, karnes_joshua_andrew, whittenburg_donnell","nedoroscik_stephen, hong_asher, blixt_landen_paul, karnes_joshua_andrew","blixt_landen_paul, whittenburg_donnell, nedoroscik_stephen, hong_asher","karnes_joshua_andrew, nedoroscik_stephen, hong_asher, blixt_landen_paul","nedoroscik_stephen, whittenburg_donnell, karnes_joshua_andrew, blixt_landen_paul","hong_asher, nedoroscik_stephen, whittenburg_donnell, blixt_landen_paul"
"blixt_landen_paul","karnes_joshua_andrew","moldauer_yul","wiskus_shane","whittenburg_donnell",0,1,1,51,1,"blixt_landen_paul, wiskus_shane, moldauer_yul, whittenburg_donnell","moldauer_yul, whittenburg_donnell, karnes_joshua_andrew, wiskus_shane","wiskus_shane, blixt_landen_paul, moldauer_yul, whittenburg_donnell","whittenburg_donnell, moldauer_yul, karnes_joshua_andrew, wiskus_shane","blixt_landen_paul, moldauer_yul, karnes_joshua_andrew, whittenburg_donnell","wiskus_shane, moldauer_yul, whittenburg_donnell, karnes_joshua_andrew"
"blixt_landen_paul","karnes_joshua_andrew","moldauer_yul","richard_frederick","phillips_curran",0,0,1,51,0,"richard_frederick, moldauer_yul, phillips_curran, karnes_joshua_andrew","blixt_landen_paul, richard_frederick, karnes_joshua_andrew, moldauer_yul","karnes_joshua_andrew, phillips_curran, moldauer_yul, blixt_landen_paul","blixt_landen_paul, richard_frederick, karnes_joshua_andrew, phillips_curran","moldauer_yul, karnes_joshua_andrew, phillips_curran, richard_frederick","phillips_curran, richard_frederick, karnes_joshua_andrew, blixt_landen_paul"
"blixt_landen_paul","hong_asher","wiskus_shane","richard_frederick","malone_brody",0,1,0,51,1,"blixt_landen_paul, malone_brody, hong_asher, richard_frederick","malone_brody, wiskus_shane, richard_frederick, hong_asher","blixt_landen_paul, richard_frederick, malone_brody, wiskus_shane","malone_brody, wiskus_shane, hong_asher, blixt_landen_paul","blixt_landen_paul, malone_brody, richard_frederick, hong_asher","hong_asher, richard_frederick, blixt_landen_paul, malone_brody"
"walker_colt","christopulos_taylor_troy","moldauer_yul","richard_frederick","loos_riley",0,1,0,51,1,"loos_riley, christopulos_taylor_troy, richard_frederick, walker_colt","walker_colt, loos_riley, christopulos_taylor_troy, richard_frederick","walker_colt, moldauer_yul, loos_riley, richard_frederick","walker_colt, loos_riley, moldauer_yul, richard_frederick","richard_frederick, moldauer_yul, loos_riley, christopulos_taylor_troy","moldauer_yul, loos_riley, richard_frederick, walker_colt"
"walker_colt","christopulos_taylor_troy","richard_frederick","loos_riley","nedoroscik_stephen",0,0,2,51,0,"nedoroscik_stephen, christopulos_taylor_troy, walker_colt, richard_frederick","walker_colt, richard_frederick, loos_riley, christopulos_taylor_troy","richard_frederick, christopulos_taylor_troy, loos_riley, walker_colt","richard_frederick, christopulos_taylor_troy, nedoroscik_stephen, loos_riley","richard_frederick, walker_colt, nedoroscik_stephen, christopulos_taylor_troy","christopulos_taylor_troy, nedoroscik_stephen, loos_riley, walker_colt"
