"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","ID","FullName"
"mcgillivray","conor","m","AUS",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",4,4,8.85,NA,12.85,"mcgillivray_conor","Conor Mcgillivray"
"mcgillivray","conor","m","AUS",2023-06-01,"2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel","VT",5,4,8.9,NA,12.9,"mcgillivray_conor","Conor Mcgillivray"
"mclellan","euan","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",26,4.8,7.7,0,12.5,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","HB",27,4.1,7.25,0,11.35,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","PB",11,4.2,8.9,0,13.1,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","PH",24,4.4,5.5,0,9.9,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","SR",20,4,8.5,0,12.5,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","VT",19,4.8,8.65,0.1,13.55,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",28,4.6,6.45,0.3,10.75,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","HB",15,4.3,8.2,0,12.5,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","PB",12,4.6,8.6,0,13.2,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","PH",26,4.3,5.1,0,9.4,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","SR",23,4.4,7.8,0,12.2,"mclellan_euan","Euan Mclellan"
"mclellan","euan","m","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",32,4.8,NA,0.3,12.05,"mclellan_euan","Euan Mclellan"
"meadow","abby","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","BB",61,4.1,4.7,0,8.8,"meadow_abby","Abby Meadow"
"meadow","abby","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",49,3.8,7.15,0.3,10.65,"meadow_abby","Abby Meadow"
"meadow","abby","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","UB",63,2.2,6.75,4,4.95,"meadow_abby","Abby Meadow"
"meadow","abby","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","VT",52,3.2,8.6,0,11.8,"meadow_abby","Abby Meadow"
"medina","lorena","w","ESP",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",43,5,7,NA,12,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","BB",16,5,7.466,NA,12.466,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",53,4.9,7.4,0.3,12,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",34,4.2,8.733,NA,12.933,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2022-08-11,"2022 Senior European Championships","TeamFinal","Munich, Germany","VT",23,4.2,8.666,NA,12.866,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",19,3.8,8.733,NA,12.533,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","BB",20,4.9,6.066,0,10.966,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","FX",4,5,7.333,0,12.333,"medina_lorena","Lorena Medina"
"medina","lorena","w","ESP",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","FX",5,5,7.233,0,12.233,"medina_lorena","Lorena Medina"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","BB",7,4.6,7.7,NA,12.3,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","FX",9,4.7,7.333,NA,12.033,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","UB",6,5.2,7.366,NA,12.566,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","VT",11,4.2,8.666,NA,12.866,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","BB",30,5,6,NA,11,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","FX",11,4.8,7.6,NA,12.4,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","UB",15,5.2,7.1,NA,12.3,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","VT",15,4.2,8.8,NA,13,"medina_cobos_lorena","Lorena Medina Cobos"
"medina cobos","lorena","w","ESP",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","VT",8,3.6,8.7,NA,12.3,"medina_cobos_lorena","Lorena Medina Cobos"
"medvedev","andrey","m","ISR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",109,4,8.133,NA,12.133,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",100,5.6,7.9,NA,13.5,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",20,5.6,8.5,NA,14.1,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",92,5.6,7.9,0.1,13.4,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",21,5.6,7.9,NA,13.5,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","SR",31,4.4,7.966,NA,12.366,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","VT",26,5.2,8.633,NA,13.833,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","VT",26,5.6,7.833,0.1,13.333,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-01,"World Cup","qual","Doha, Qatar","SR",21,4.3,8.733,NA,13.033,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","SR",23,4.3,8.533,NA,12.833,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-01,"World Cup","final","Doha, Qatar","VT",5,5.6,9.2,NA,14.8,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-01,"World Cup","qual","Doha, Qatar","VT",4,5.6,8.666,0.1,14.166,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-01,"World Cup","final","Doha, Qatar","VT",5,5.6,9.033,0.1,14.533,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-01,"World Cup","qual","Doha, Qatar","VT",4,5.6,9.1,NA,14.7,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-09,"World Cup","final","Baku, Azerbaijan","VT",7,5.6,8.933,0.1,14.433,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",3,5.6,9.1,NA,14.7,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-09,"World Cup","final","Baku, Azerbaijan","VT",7,5.6,8.2,NA,13.8,"medvedev_andrey","Andrey Medvedev"
"medvedev","andrey","m","ISR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",3,5.6,9.1,NA,14.7,"medvedev_andrey","Andrey Medvedev"
"melke","elena","w","LAT",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",112,3.1,6.533,NA,9.633,"melke_elena","Elena Melke"
"melke","elena","w","LAT",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",118,3.2,8.1,0.1,11.2,"melke_elena","Elena Melke"
"melnikova","angelina","w","ROC",2021-07-29,"Olympic Games","final","Tokyo, Japan","BB",4,5.4,8.3,NA,13.7,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-25,"Olympic Games","qual","Tokyo, Japan","BB",17,5.5,8.233,NA,13.733,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-29,"Olympic Games","final","Tokyo, Japan","FX",2,5.7,8.266,NA,13.966,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-25,"Olympic Games","qual","Tokyo, Japan","FX",7,5.8,8.2,NA,14,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-08-01,"Olympic Games","final","Tokyo, Japan","FX",3,5.9,8.266,NA,14.16,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-29,"Olympic Games","final","Tokyo, Japan","UB",3,6.3,8.6,NA,14.9,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-25,"Olympic Games","qual","Tokyo, Japan","UB",4,6.3,8.633,NA,14.933,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-08-01,"Olympic Games","final","Tokyo, Japan","UB",8,5.9,7.166,NA,13.06,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-29,"Olympic Games","final","Tokyo, Japan","VT",4,5.4,9.233,NA,14.633,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-25,"Olympic Games","qual","Tokyo, Japan","VT",20,5.4,9.066,NA,14.466,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-25,"Olympic Games","qual","Tokyo, Japan","VT",9,5.4,9.066,0.1,14.466,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-08-01,"Olympic Games","final","Tokyo, Japan","VT",5,5.4,9.266,NA,14.666,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-07-25,"Olympic Games","qual","Tokyo, Japan","VT",9,6,8.866,0.1,14.766,"melnikova_angelina","Angelina Melnikova"
"melnikova","angelina","w","ROC",2021-08-01,"Olympic Games","final","Tokyo, Japan","VT",5,6,8.8,0.1,14.7,"melnikova_angelina","Angelina Melnikova"
"melnykov","mykyta","m","UKR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",128,4.6,6.166,0.1,10.666,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",134,5.5,4.866,NA,10.366,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",45,6,7.866,NA,13.866,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",90,5.6,6.466,NA,12.066,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",126,4,8.633,NA,12.633,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","FX",98,5.1,6.666,NA,11.766,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","HB",108,5.2,4.333,NA,9.533,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PB",47,6,7.433,NA,13.433,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",54,5.6,7.2,NA,12.8,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",74,4.4,9.1,0.1,13.4,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","FX",41,5.3,7.733,NA,13.033,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","HB",70,5.2,5.766,NA,10.966,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","PB",65,5.7,6.433,NA,12.133,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","PH",44,5.8,6.533,NA,12.333,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","SR",65,3.5,8.566,NA,12.066,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","VT",44,4.8,8.833,NA,13.63,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",119,5.3,6.366,0.1,11.566,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","HB",103,5.3,6.333,NA,11.633,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PB",105,5.7,6.166,NA,11.866,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",26,5.7,7.633,NA,13.333,"melnykov_mykyta","Mykyta Melnykov"
"melnykov","mykyta","m","UKR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",71,4.8,8.9,NA,13.7,"melnykov_mykyta","Mykyta Melnykov"
"mendes","maria","w","POR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",84,4.2,6.8,NA,11,"mendes_maria","Maria Mendes"
"mendes","maria","w","POR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",65,4.2,7.6,0.1,11.7,"mendes_maria","Maria Mendes"
"mendes","maria","w","POR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",100,3.2,8.433,NA,11.633,"mendes_maria","Maria Mendes"
"mendes nogueira","jose pedro","m","POR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","FX",26,5.6,7.833,0.1,13.333,"mendes_nogueira_jose_pedro","Jose Pedro Mendes Nogueira"
"mendes nogueira","jose pedro","m","POR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","HB",40,4.4,8.433,NA,12.833,"mendes_nogueira_jose_pedro","Jose Pedro Mendes Nogueira"
"mendes nogueira","jose pedro","m","POR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","PB",42,4.1,8.8,NA,12.9,"mendes_nogueira_jose_pedro","Jose Pedro Mendes Nogueira"
"mendes nogueira","jose pedro","m","POR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","PH",41,4.2,8.266,NA,12.466,"mendes_nogueira_jose_pedro","Jose Pedro Mendes Nogueira"
"mendes nogueira","jose pedro","m","POR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","SR",41,4.2,8.7,NA,12.9,"mendes_nogueira_jose_pedro","Jose Pedro Mendes Nogueira"
"mendes nogueira","jose pedro","m","POR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","VT",40,4.4,9.266,NA,13.66,"mendes_nogueira_jose_pedro","Jose Pedro Mendes Nogueira"
"mendez","ana karina","w","PER",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",136,4.5,5.366,0.1,9.766,"mendez_ana_karina","Ana Karina Mendez"
"mendez","ana karina","w","PER",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",120,4.3,7.333,NA,11.633,"mendez_ana_karina","Ana Karina Mendez"
"mendez","ana karina","w","PER",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",74,4.7,7.566,NA,12.266,"mendez_ana_karina","Ana Karina Mendez"
"mendez","ana karina","w","PER",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",113,3.8,8.5,NA,12.3,"mendez_ana_karina","Ana Karina Mendez"
"menezes","maria","w","POR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",105,4.4,4.933,NA,9.333,"menezes_maria","Maria Menezes"
"menezes","maria","w","POR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",81,4.5,7.033,0.1,11.433,"menezes_maria","Maria Menezes"
"menezes","maria","w","POR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",111,4.5,4.966,NA,9.466,"menezes_maria","Maria Menezes"
"menezes","maria","w","POR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",58,4.2,8.633,NA,12.833,"menezes_maria","Maria Menezes"
"merdinyan","harutyun","m","ARM",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","PH",3,6.1,8.633,NA,14.733,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",5,6.1,8.6,NA,14.7,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2022-08-18,"2022 Senior European Championships","final","Munich, Germany","PH",1,6.1,8.633,NA,14.733,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",3,6.1,8.4,NA,14.5,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",40,5.8,7.266,NA,13.066,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","PH",9,6,8.566,NA,14.566,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2023-04-27,"World Cup","final","Cairo, Egypt","PH",3,6,8.566,NA,14.566,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2023-04-27,"World Cup","qual","Cairo, Egypt","PH",4,5.9,8.566,NA,14.466,"merdinyan_harutyun","Harutyun Merdinyan"
"merdinyan","harutyun","m","ARM",2023-03-01,"World Cup","qual","Doha, Qatar","PH",21,5.7,7.8,NA,13.5,"merdinyan_harutyun","Harutyun Merdinyan"
"mesa","angelica","w","COL",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",22,3.7,6.8,NA,10.5,"mesa_angelica","Angelica Mesa"
"mesa","angelica","w","COL",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",15,4.4,7.4,NA,11.8,"mesa_angelica","Angelica Mesa"
"mesa","angelica","w","COL",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",20,4.4,6.85,NA,11.25,"mesa_angelica","Angelica Mesa"
"mesa","angelica","w","COL",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",33,4.2,7.4,NA,11.6,"mesa_angelica","Angelica Mesa"
"mesa","angelica","w","COL",2023-06-24,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",12,3.4,8.45,NA,11.85,"mesa_angelica","Angelica Mesa"
